ID,Price,neighborhood,accommodates,Number of bathrooms,Number of Bedrooms,n beds,Review Scores Rating,Number of reviews,listing_url
42583533,150,Back Bay,1,NA,NA,1,100,1,https://www.airbnb.com/rooms/42583533
42591679,39,Roxbury,1,NA,1,1,100,2,https://www.airbnb.com/rooms/42591679
42592642,39,Roxbury,1,NA,1,1,100,1,https://www.airbnb.com/rooms/42592642
42644088,80,East Boston,6,NA,2,3,93,15,https://www.airbnb.com/rooms/42644088
42702628,51,Allston-Brighton,1,NA,5,1,NA,0,https://www.airbnb.com/rooms/42702628
42708089,118,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/42708089
42708127,166,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/42708127
42708174,120,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/42708174
42708208,165,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/42708208
42739841,48,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42739841
42743472,76,Jamaica Plain,4,NA,1,1,100,3,https://www.airbnb.com/rooms/42743472
42744119,86,Jamaica Plain,4,NA,1,1,100,1,https://www.airbnb.com/rooms/42744119
42792109,47,Dorchester,1,NA,1,1,100,2,https://www.airbnb.com/rooms/42792109
42830138,297,Dorchester,11,NA,3,4,90,14,https://www.airbnb.com/rooms/42830138
42830725,679,Dorchester,14,NA,7,11,100,3,https://www.airbnb.com/rooms/42830725
42831086,465,Dorchester,14,NA,4,7,94,14,https://www.airbnb.com/rooms/42831086
42833001,224,Roxbury,7,NA,2,3,89,11,https://www.airbnb.com/rooms/42833001
42833412,178,Roxbury,7,NA,1,3,100,5,https://www.airbnb.com/rooms/42833412
42833990,333,Roxbury,14,NA,3,9,100,3,https://www.airbnb.com/rooms/42833990
42834234,637,Roxbury,16,NA,5,12,100,3,https://www.airbnb.com/rooms/42834234
42834617,829,Roxbury,16,NA,7,12,100,3,https://www.airbnb.com/rooms/42834617
42834872,271,Roxbury,15,NA,4,11,93,8,https://www.airbnb.com/rooms/42834872
42845111,189,North End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/42845111
42852961,40,Jamaica Plain,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/42852961
42869298,40,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42869298
42870400,41,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/42870400
42870430,37,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/42870430
42870478,52,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/42870478
42882611,78,South End,2,NA,1,1,100,2,https://www.airbnb.com/rooms/42882611
42894372,399,South End,5,NA,3,3,NA,0,https://www.airbnb.com/rooms/42894372
42930687,129,Jamaica Plain,3,NA,NA,1,NA,0,https://www.airbnb.com/rooms/42930687
42937960,140,Beacon Hill,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42937960
42939922,165,Downtown,4,NA,1,1,100,1,https://www.airbnb.com/rooms/42939922
42951767,49,Allston-Brighton,1,NA,1,1,80,1,https://www.airbnb.com/rooms/42951767
42952307,41,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42952307
42960013,54,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42960013
42960879,48,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42960879
42963569,80,East Boston,5,NA,2,2,91,17,https://www.airbnb.com/rooms/42963569
42966566,54,Jamaica Plain,3,NA,NA,1,80,6,https://www.airbnb.com/rooms/42966566
42966856,59,Jamaica Plain,4,NA,1,2,83,8,https://www.airbnb.com/rooms/42966856
42966985,67,Jamaica Plain,5,NA,1,2,88,18,https://www.airbnb.com/rooms/42966985
42995399,53,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/42995399
43003155,200,South End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43003155
43012146,40,Roxbury,2,NA,1,1,94,10,https://www.airbnb.com/rooms/43012146
43021945,140,Jamaica Plain,6,NA,2,2,NA,0,https://www.airbnb.com/rooms/43021945
43025397,100,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43025397
43031462,42,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43031462
43032465,217,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43032465
43032495,182,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43032495
43032512,216,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43032512
43034053,377,Jamaica Plain,4,NA,2,3,NA,0,https://www.airbnb.com/rooms/43034053
43035355,56,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43035355
43044959,120,Jamaica Plain,4,NA,2,2,91,7,https://www.airbnb.com/rooms/43044959
43069940,217,Downtown,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/43069940
43070066,110,South End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43070066
43071363,249,South End,4,NA,1,1,97,6,https://www.airbnb.com/rooms/43071363
43085606,135,Roxbury,3,NA,3,3,NA,0,https://www.airbnb.com/rooms/43085606
43087326,135,Roxbury,4,NA,4,4,NA,0,https://www.airbnb.com/rooms/43087326
43097089,59,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/43097089
43102656,40,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43102656
43102783,147,Back Bay,3,NA,1,1,100,1,https://www.airbnb.com/rooms/43102783
43121210,179,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43121210
43131442,44,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43131442
43137647,45,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43137647
43137883,49,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43137883
43176358,48,Allston-Brighton,1,NA,1,1,100,1,https://www.airbnb.com/rooms/43176358
43265093,133,Fenway/Kenmore,3,NA,1,2,93,6,https://www.airbnb.com/rooms/43265093
43267791,106,Fenway/Kenmore,3,NA,1,2,93,3,https://www.airbnb.com/rooms/43267791
43267987,100,Fenway/Kenmore,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/43267987
43268257,149,Fenway/Kenmore,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/43268257
43268457,159,Fenway/Kenmore,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/43268457
43275982,106,Fenway/Kenmore,3,NA,1,2,95,4,https://www.airbnb.com/rooms/43275982
43276219,122,Fenway/Kenmore,3,NA,1,2,87,3,https://www.airbnb.com/rooms/43276219
43276301,149,Fenway/Kenmore,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/43276301
43276852,187,Fenway/Kenmore,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/43276852
43277216,151,Fenway/Kenmore,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/43277216
43277439,247,Fenway/Kenmore,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/43277439
43278187,179,Fenway/Kenmore,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/43278187
43291880,325,Charlestown,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43291880
43299615,95,Fenway/Kenmore,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/43299615
43300243,119,Fenway/Kenmore,3,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43300243
43300494,89,Fenway/Kenmore,3,NA,NA,2,100,1,https://www.airbnb.com/rooms/43300494
43301136,98,Fenway/Kenmore,3,NA,NA,2,80,1,https://www.airbnb.com/rooms/43301136
43301231,107,Fenway/Kenmore,3,NA,NA,2,93,3,https://www.airbnb.com/rooms/43301231
43301292,149,Fenway/Kenmore,3,NA,NA,1,100,1,https://www.airbnb.com/rooms/43301292
43301511,139,Fenway/Kenmore,3,NA,NA,1,80,1,https://www.airbnb.com/rooms/43301511
43301842,169,Fenway/Kenmore,3,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43301842
43329867,76,Cambridge,4,NA,2,2,80,1,https://www.airbnb.com/rooms/43329867
43394464,249,Jamaica Plain,6,NA,3,4,NA,0,https://www.airbnb.com/rooms/43394464
43508236,58,Jamaica Plain,4,NA,NA,1,89,9,https://www.airbnb.com/rooms/43508236
43596487,58,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/43596487
43625063,62,Cambridge,2,NA,NA,1,67,9,https://www.airbnb.com/rooms/43625063
43626645,129,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43626645
43637777,90,Roxbury,2,NA,1,1,90,2,https://www.airbnb.com/rooms/43637777
43638802,90,Roxbury,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43638802
43639005,90,Roxbury,2,NA,1,1,30,2,https://www.airbnb.com/rooms/43639005
43648040,225,Charlestown,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43648040
43673971,70,Back Bay,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43673971
43690440,128,Dorchester,4,NA,2,2,83,6,https://www.airbnb.com/rooms/43690440
43690671,128,Dorchester,4,NA,2,2,97,6,https://www.airbnb.com/rooms/43690671
43690782,132,Dorchester,4,NA,2,2,88,5,https://www.airbnb.com/rooms/43690782
43715032,117,Back Bay,2,NA,1,1,87,141,https://www.airbnb.com/rooms/43715032
43751186,150,North End,3,NA,1,1,100,4,https://www.airbnb.com/rooms/43751186
43752131,176,Pike Place Market,3,NA,2,2,NA,0,https://www.airbnb.com/rooms/43752131
43752166,176,Pike Place Market,3,NA,2,2,NA,0,https://www.airbnb.com/rooms/43752166
43752273,97,Pike Place Market,2,NA,1,1,100,1,https://www.airbnb.com/rooms/43752273
43757873,235,Charlestown,8,NA,4,0,NA,0,https://www.airbnb.com/rooms/43757873
43777109,69,Dorchester,2,NA,1,1,100,5,https://www.airbnb.com/rooms/43777109
43806155,100,Jamaica Plain,4,NA,1,1,60,2,https://www.airbnb.com/rooms/43806155
43820025,96,Pike Place Market,2,NA,1,1,100,1,https://www.airbnb.com/rooms/43820025
43820027,227,Pike Place Market,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43820027
43820035,91,Pike Place Market,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43820035
43820043,227,Pike Place Market,4,NA,2,2,100,1,https://www.airbnb.com/rooms/43820043
43820046,230,Pike Place Market,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43820046
43820061,227,Pike Place Market,4,NA,2,2,100,1,https://www.airbnb.com/rooms/43820061
43820063,227,Pike Place Market,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43820063
43820074,91,Pike Place Market,2,NA,NA,1,100,2,https://www.airbnb.com/rooms/43820074
43820081,96,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43820081
43820089,91,Pike Place Market,2,NA,NA,1,90,2,https://www.airbnb.com/rooms/43820089
43820096,91,Pike Place Market,2,NA,NA,1,80,2,https://www.airbnb.com/rooms/43820096
43833357,253,Charlestown,2,NA,1,1,100,9,https://www.airbnb.com/rooms/43833357
43844312,320,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/43844312
43844317,232,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/43844317
43844319,281,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/43844319
43846038,219,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/43846038
43846041,190,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/43846041
43846046,139,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/43846046
43846051,134,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43846051
43846054,157,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/43846054
43861872,699,Beacon Hill,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/43861872
43888507,188,Cambridge,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/43888507
43893483,126,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43893483
43893501,122,Pike Place Market,2,NA,1,1,100,1,https://www.airbnb.com/rooms/43893501
43893532,122,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43893532
43893548,122,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43893548
43899519,75,Roxbury,2,NA,1,1,100,5,https://www.airbnb.com/rooms/43899519
43922482,95,Back Bay,3,NA,1,1,92,10,https://www.airbnb.com/rooms/43922482
43945530,264,Pike Place Market,3,NA,2,2,NA,0,https://www.airbnb.com/rooms/43945530
43945566,97,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43945566
43945574,218,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43945574
43945631,97,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43945631
43945668,375,Pike Place Market,6,NA,3,3,NA,0,https://www.airbnb.com/rooms/43945668
43945688,218,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/43945688
43977123,150,Back Bay,4,NA,1,2,NA,0,https://www.airbnb.com/rooms/43977123
43977877,157,Bay Village,4,NA,2,3,NA,0,https://www.airbnb.com/rooms/43977877
44053258,132,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44053258
44058140,93,Roxbury,4,NA,1,2,99,36,https://www.airbnb.com/rooms/44058140
44058785,109,Cambridge,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44058785
44060070,119,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44060070
44060731,109,Cambridge,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44060731
44061637,48,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44061637
44061640,46,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44061640
44061641,52,Dorchester,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44061641
44121627,58,Jamaica Plain,3,NA,1,1,90,2,https://www.airbnb.com/rooms/44121627
44131827,118,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44131827
44132244,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44132244
44132493,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44132493
44132871,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44132871
44133273,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44133273
44133942,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44133942
44134617,193,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/44134617
44134875,193,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/44134875
44135035,193,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/44135035
44135317,193,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/44135317
44135482,193,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/44135482
44135642,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44135642
44135745,52,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/44135745
44135845,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44135845
44135980,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44135980
44136170,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44136170
44136328,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44136328
44146793,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44146793
44146948,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44146948
44147204,89,Cambridge,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/44147204
44203028,950,Charlestown,8,NA,4,4,NA,0,https://www.airbnb.com/rooms/44203028
44207601,150,South End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44207601
44209289,125,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44209289
44209291,126,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44209291
44209300,246,Columbia Forest,7,NA,3,3,NA,0,https://www.airbnb.com/rooms/44209300
44209304,260,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44209304
44209306,252,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44209306
44209308,254,Columbia Forest,7,NA,3,3,NA,0,https://www.airbnb.com/rooms/44209308
44209309,254,Columbia Forest,7,NA,3,3,NA,0,https://www.airbnb.com/rooms/44209309
44209313,217,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44209313
44209317,278,Columbia Forest,7,NA,3,3,NA,0,https://www.airbnb.com/rooms/44209317
44209319,238,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44209319
44209320,130,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44209320
44209322,234,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44209322
44235871,162,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44235871
44235882,172,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44235882
44235884,168,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44235884
44242670,212,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44242670
44247804,97,Pike Place Market,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44247804
44248694,227,Pike Place Market,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/44248694
44261204,139,Back Bay,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44261204
44262044,109,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/44262044
44274987,128,North End,4,NA,1,2,100,2,https://www.airbnb.com/rooms/44274987
44340294,96,Roslindale,4,NA,1,2,99,21,https://www.airbnb.com/rooms/44340294
44355337,52,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/44355337
44355869,52,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/44355869
44356157,74,Downtown,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44356157
44428098,100,South End,2,NA,1,1,90,10,https://www.airbnb.com/rooms/44428098
44428964,86,Back Bay,2,NA,NA,1,91,7,https://www.airbnb.com/rooms/44428964
44461403,155,Back Bay,6,NA,2,3,97,7,https://www.airbnb.com/rooms/44461403
44462617,99,South End,2,NA,NA,1,84,11,https://www.airbnb.com/rooms/44462617
44462685,86,South End,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44462685
44462783,108,South End,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44462783
44462838,85,South End,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44462838
44462880,110,South End,2,NA,1,1,57,7,https://www.airbnb.com/rooms/44462880
44483556,48,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/44483556
44520537,136,Back Bay,4,NA,2,3,90,8,https://www.airbnb.com/rooms/44520537
44522245,150,Beacon Hill,3,NA,1,1,98,28,https://www.airbnb.com/rooms/44522245
44549370,80,Allston-Brighton,4,NA,1,1,NA,0,https://www.airbnb.com/rooms/44549370
44591444,186,Pike Place Market,2,NA,NA,1,20,1,https://www.airbnb.com/rooms/44591444
44615547,515,Pike Place Market,6,NA,3,3,NA,0,https://www.airbnb.com/rooms/44615547
44616866,278,Jamaica Plain,4,NA,2,3,60,3,https://www.airbnb.com/rooms/44616866
44616956,226,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44616956
44616990,132,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44616990
44616991,164,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/44616991
44616993,129,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44616993
44618564,239,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44618564
44618571,205,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/44618571
44618574,132,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44618574
44623977,123,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44623977
44645209,139,Jamaica Plain,3,NA,3,3,NA,0,https://www.airbnb.com/rooms/44645209
44648129,119,Dorchester,6,NA,NA,3,100,12,https://www.airbnb.com/rooms/44648129
44648798,119,Dorchester,4,NA,NA,2,100,6,https://www.airbnb.com/rooms/44648798
44661271,97,Back Bay,2,NA,1,1,90,6,https://www.airbnb.com/rooms/44661271
44677417,44,Jamaica Plain,3,NA,3,3,NA,0,https://www.airbnb.com/rooms/44677417
44681847,52,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/44681847
44740904,117,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44740904
44746060,161,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/44746060
44776954,199,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44776954
44776967,177,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44776967
44820346,55,Dorchester,2,NA,1,2,100,4,https://www.airbnb.com/rooms/44820346
44821182,46,Dorchester,2,NA,1,1,98,9,https://www.airbnb.com/rooms/44821182
44889565,108,North End,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/44889565
44906627,105,South End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/44906627
45019349,52,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/45019349
45019855,52,Roxbury,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/45019855
45028281,84,South End,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/45028281
45031773,80,Allston-Brighton,4,NA,1,2,NA,0,https://www.airbnb.com/rooms/45031773
45060373,43,Allston-Brighton,1,NA,1,1,NA,0,https://www.airbnb.com/rooms/45060373
45067711,52,Roxbury,1,NA,1,NA,NA,0,https://www.airbnb.com/rooms/45067711
45069092,195,Jamaica Plain,5,NA,2,3,100,4,https://www.airbnb.com/rooms/45069092
45095953,131,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45095953
45096003,199,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/45096003
45096017,188,Cambridge,2,NA,1,1,NA,0,https://www.airbnb.com/rooms/45096017
45098784,109,Back Bay,4,NA,2,2,93,6,https://www.airbnb.com/rooms/45098784
45112213,425,Roxbury,5,NA,2,2,93,3,https://www.airbnb.com/rooms/45112213
45115355,89,South End,2,NA,1,1,71,23,https://www.airbnb.com/rooms/45115355
45122694,219,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/45122694
45122710,151,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45122710
45123411,162,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123411
45123420,174,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123420
45123441,172,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123441
45123463,172,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123463
45123481,174,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123481
45123490,174,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45123490
45123671,149,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45123671
45123672,151,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45123672
45123673,248,Columbia Forest,7,NA,3,3,NA,0,https://www.airbnb.com/rooms/45123673
45123674,127,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45123674
45123676,129,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45123676
45123681,133,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45123681
45135012,248,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/45135012
45136082,52,Roxbury,1,NA,1,0,NA,0,https://www.airbnb.com/rooms/45136082
45138400,335,Back Bay,4,NA,2,2,96,5,https://www.airbnb.com/rooms/45138400
45139099,199,Fenway/Kenmore,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/45139099
45139950,279,Fenway/Kenmore,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/45139950
45140367,309,Fenway/Kenmore,6,NA,3,4,NA,0,https://www.airbnb.com/rooms/45140367
45141028,220,Cambridge,5,NA,2,3,NA,0,https://www.airbnb.com/rooms/45141028
45141056,150,Cambridge,3,NA,1,2,NA,0,https://www.airbnb.com/rooms/45141056
45141060,289,Cambridge,7,NA,3,4,NA,0,https://www.airbnb.com/rooms/45141060
45154448,240,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154448
45154763,169,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45154763
45154769,169,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154769
45154774,172,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154774
45154775,182,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154775
45154780,176,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154780
45154782,174,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154782
45154795,228,Columbia Forest,5,NA,2,2,NA,0,https://www.airbnb.com/rooms/45154795
45154799,157,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45154799
45154802,172,Columbia Forest,3,NA,1,1,NA,0,https://www.airbnb.com/rooms/45154802
45158816,125,North End,3,NA,1,1,87,3,https://www.airbnb.com/rooms/45158816
45177265,128,Columbia Forest,1,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45177265
45206639,82,Jamaica Plain,3,NA,1,1,60,1,https://www.airbnb.com/rooms/45206639
45219737,169,Fenway/Kenmore,3,NA,NA,2,NA,0,https://www.airbnb.com/rooms/45219737
45233454,47,Cambridge,3,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45233454
45234614,63,Cambridge,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45234614
45237934,75,Back Bay,2,NA,2,2,80,8,https://www.airbnb.com/rooms/45237934
45239016,104,Back Bay,2,NA,1,1,93,6,https://www.airbnb.com/rooms/45239016
45239079,110,Back Bay,2,NA,1,1,91,9,https://www.airbnb.com/rooms/45239079
45239136,93,Back Bay,2,NA,1,1,92,5,https://www.airbnb.com/rooms/45239136
45239326,150,North End,3,NA,1,1,100,3,https://www.airbnb.com/rooms/45239326
45250896,204,Downtown,4,NA,2,2,NA,0,https://www.airbnb.com/rooms/45250896
45253366,154,North End,4,NA,1,2,89,7,https://www.airbnb.com/rooms/45253366
45256497,75,Fenway/Kenmore,2,NA,2,1,NA,0,https://www.airbnb.com/rooms/45256497
45270609,119,Pike Place Market,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45270609
45270640,219,Pike Place Market,3,NA,2,2,20,1,https://www.airbnb.com/rooms/45270640
45285816,91,Pike Place Market,2,NA,NA,1,NA,0,https://www.airbnb.com/rooms/45285816
45289083,123,Pike Place Market,2,NA,NA,1,20,1,https://www.airbnb.com/rooms/45289083
